sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur
245561,Lombo,Pablo Lombo Suárez,20,1999-05-24,182,75,Spain,CD Leganés,60,69,250000,2000
245779,D. Quaranta,Danilo Quaranta,22,1997-03-23,191,81,Italy,Ascoli,60,69,290000,1000
247344,J. Escobar,Jacobo Escobar,20,1998-08-24,171,68,Colombia,Rionegro Águilas,60,69,325000,1000
247585,R. Dally,Rashawn Dally,22,1997-01-14,183,91,Jamaica,FC Cincinnati,60,69,325000,1000
247675,D. Muringen,Dehninio Muringen,20,1999-02-01,186,80,Netherlands,ADO Den Haag,60,69,290000,1000
248382,Alex Rey,Alejandro Rey Lugilde,21,1998-01-29,180,75,Spain,CD Lugo,60,69,325000,1000
248470,J. Handl,Johannes Handl,21,1998-05-07,196,86,Austria,FK Austria Wien,60,69,290000,2000
250763,E. Engelhardt,Erik Engelhardt,21,1998-04-18,179,78,Germany,FC Hansa Rostock,60,69,325000,1000
251100,M. Komar,Mateo Komar,21,1998-04-07,182,70,Argentina,Patronato,60,69,290000,2000
251309,B. Soumaré,Bryan Soumaré,20,1999-02-11,180,70,France,Dijon FCO,60,69,325000,2000
251442,M. Depta,Mark Depta,21,1997-12-01,188,83,Germany,Viktoria Köln,60,69,250000,1000
251668,D. Lia,Damiano Lia,21,1997-11-25,175,70,Italy,Castellammare di Stabia,60,69,290000,1000
251762,S. Elia,Salvatore Elia,20,1999-06-30,183,70,Italy,Castellammare di Stabia,60,69,325000,1000
251785,S. Kilyén,Szabolcs Kilyén,21,1998-03-19,175,68,Romania,Sepsi OSK,60,69,290000,1000
252557,J. Jiménez,Jaiber Jiménez,24,1995-01-07,173,73,Mexico,Cruz Azul,60,69,290000,3000
252694,D. Bilogrevic,Dominik Bilogrevic,20,1999-01-02,182,74,Germany,SC Paderborn 07,60,69,325000,3000
252708,Lee Dong Won,Dong Won Lee,23,1996-03-05,196,92,Korea Republic,Ulsan Hyundai FC,60,69,325000,1000
252776,E. Karakaş,Erdinç Karakaş,21,1998-03-23,183,75,Turkey,Çaykur Rizespor,60,69,290000,2000
252875,Filipe Ferreira,Filipe Ferreira Marques,21,1998-02-25,186,73,Portugal,CF Fuenlabrada,60,69,325000,1000
213489,M. Kuchta,Mateusz Kuchta,23,1996-02-05,188,73,Poland,Zagłębie Lubin,60,68,240000,1000
213678,K. O'Hara,Kieran O'Hara,23,1996-04-22,191,78,Republic of Ireland,Burton Albion,60,68,240000,1000
217994,M. Crowe,Michael Thomas Tallaksen Crowe,23,1995-11-13,193,84,Wales,Preston North End,60,68,240000,3000
218888,Y. Bobb,Yusupha Bobb,23,1996-06-22,179,71,Gambia,Chievo Verona,60,68,300000,1000
220565,A. Romano,Antonio Romano,23,1996-03-23,180,75,Italy,Napoli,60,68,300000,7000
220816,R. Selasi,Ransford Selasi,22,1996-08-19,180,70,Ghana,Pescara,60,68,300000,1000
221874,E. Besea,Prince Emmanuel Doudu Besea,22,1997-04-15,183,75,Ghana,Frosinone,60,68,300000,1000
222978,G. Sloggett,Greg Sloggett,22,1996-07-03,188,75,Republic of Ireland,Derry City,60,68,300000,1000
223305,P. Mystkowski,Przemyslaw Mystkowski,21,1998-04-25,174,62,Poland,Jagiellonia Białystok,60,68,300000,1000
225087,F. Al Sagour,Fawaz Al Sagour,23,1996-04-23,177,60,Saudi Arabia,Al Wehda,60,68,270000,3000
225509,A. Collins,Aaron Collins,22,1997-05-27,185,74,Wales,Forest Green Rovers,60,68,300000,3000
227288,J. Flores,Jordan Flores,23,1995-10-04,180,75,England,Dundalk,60,68,300000,1000
229397,M. Vargas,Miguel Angel Vargas Mañan,23,1996-06-15,183,81,Chile,CD Cobresal,60,68,240000,1000
231046,J. Eastwood,Jake Eastwood,22,1996-10-03,190,70,England,Scunthorpe United,60,68,240000,2000
232272,A. Celli,Alessandro Celli,21,1997-07-07,194,79,Italy,Pescara,60,68,280000,1000
232412,E. Adams,Ebou Adams,23,1996-01-15,178,76,Gambia,Forest Green Rovers,60,68,300000,3000
233289,O. Olomola,Olufela Olomola,21,1997-09-05,180,80,England,Carlisle United,60,68,300000,2000
233961,S. Al Najai,Sami Al Najai,22,1997-02-07,176,59,Saudi Arabia,Damac FC,60,68,280000,3000
235143,M. Welch-Hayes,Miles Welch-Hayes,22,1996-10-25,180,77,England,Macclesfield Town,60,68,270000,1000
235949,Strefezza,Gabriel Tadeu Strefezza Rebecato,22,1997-04-18,168,63,Brazil,SPAL,60,68,300000,2000
237146,Angel Sánchez,Ángel Sánchez Baró,21,1997-07-28,178,70,Spain,RCD Espanyol,60,68,300000,3000
237796,T. Onozawa,斧泽 隼輝,21,1998-06-02,166,62,Japan,Cerezo Osaka,60,68,300000,1000
238398,L. Fierro,Lucas Fierro,21,1997-12-15,177,76,Chile,CD O'Higgins,60,68,300000,1000
238494,D. Gojko,Denis Gojko,21,1998-02-16,176,56,Poland,Piast Gliwice,60,68,300000,1000
239358,S. Dieng,Seny Dieng,24,1994-11-23,187,74,Switzerland,Doncaster Rovers,60,68,240000,1000
239958,N. Leemhuis,Niels Leemhuis,21,1997-09-28,177,66,Netherlands,Heracles Almelo,60,68,300000,1000
240472,Hu Ruibao,胡睿宝,22,1996-10-17,185,73,China PR,Henan Jianye FC,60,68,280000,2000
240786,A. Koiki,Ali Koiki,19,1999-08-22,180,70,England,Burnley,60,68,260000,3000
241299,Yuan Mincheng,元敏诚,23,1995-08-08,187,78,China PR,Chongqing Dangdai Lifan FC SWM Team,60,68,280000,1000
242356,A. Bianchimano,Andrea Bianchimano,22,1996-12-25,195,80,Italy,Perugia,60,68,300000,1000
242507,N. Al Omran,Nasser Al Omran,21,1997-07-13,170,69,Saudi Arabia,Al Shabab,60,68,300000,4000
243344,D. Lanius,Dominik Lanius,22,1997-03-28,195,85,Germany,Viktoria Köln,60,68,280000,1000
243358,Park Chang Jun,박창준 Chang Jun Park,22,1996-12-23,175,65,Korea Republic,Gangwon FC,60,68,270000,1000
244095,J. Mäder,Janik Mäder,22,1996-09-27,178,70,Germany,FSV Zwickau,60,68,300000,1000
244454,D. Esmel,Dylan Esmel,21,1998-03-20,181,78,Ivory Coast,1. FC Kaiserslautern,60,68,300000,1000
244904,M. Tapias,Miguel Tapias,22,1997-01-09,180,72,Mexico,Pachuca,60,68,280000,3000
244970,Y. Magnin,Yohann Magnin,22,1997-06-21,183,71,France,Clermont Foot 63,60,68,280000,1000
245818,A. Bacci,Alessandro Bacci,23,1995-09-25,191,88,Italy,Ascoli,60,68,240000,1000
247511,K. Álvarez,Kevin Álvarez,22,1996-08-03,181,76,Honduras,IFK Norrköping,60,68,270000,1000
247569,O. Rushfort,Oliver Rushfort,22,1996-10-29,169,72,England,Bury,60,68,300000,1000
247732,R. Buckmaster,Rece Buckmaster,22,1996-07-07,172,66,United States,New York Red Bulls,60,68,270000,1000
248054,L. Popescu,Laurențiu Popescu,22,1997-01-18,180,68,Romania,Universitatea Craiova,60,68,240000,1000
250876,F. Egerer,Florian Egerer,21,1998-02-17,180,76,Germany,SV Meppen,60,68,280000,1000
251242,M. Barraza,Mauro Barraza,23,1996-05-15,177,72,Argentina,Central Córdoba,60,68,300000,2000
251625,U. Eneme-Ella,Ulrick Eneme-Ella,18,2001-05-22,184,75,France,Amiens SC,60,68,280000,1000
251779,G. Debeljuh,Gabriel Debeljuh,22,1996-09-28,185,80,Croatia,FC Hermannstadt,60,68,300000,1000
251800,U. Akyol,Ufuk Akyol,21,1997-08-27,180,74,Germany,Antalyaspor,60,68,280000,2000
251981,M. Huard,Matthieu Huard,21,1998-05-09,177,71,France,AC Ajaccio,60,68,280000,1000
252319,C. Mora,Christian Mora,21,1997-12-31,184,76,Italy,Cittadella,60,68,280000,1000
252853,G. Ushler,Gus Ushler,23,1996-02-29,174,73,England,Bury,60,68,300000,1000
212241,P. Itter,Pascal  Itter,24,1995-04-03,177,80,Germany,Chemnitzer FC,60,67,260000,1000
213690,C. Evans,Callum Evans,23,1995-10-11,182,72,England,Port Vale,60,67,260000,2000
219819,F. Rojas,Flavio Rojas,25,1994-01-16,188,74,Chile,CD Cobresal,60,67,260000,1000
220041,N. Lüchinger,Nicolas Lüchinger,24,1994-10-16,175,69,Switzerland,FC St. Gallen,60,67,260000,2000
220188,S. Bastien,Sacha Bastien,24,1995-01-22,196,91,France,Stevenage,60,67,220000,1000
220652,J. Hardy,James Hardy,23,1996-05-11,170,63,England,Walsall,60,67,290000,3000
221202,M. Barnes,Marcus Barnes,22,1996-12-01,185,72,England,Southampton,60,67,300000,7000
223707,M. Kula,Mert Kula,24,1995-01-01,185,78,Turkey,Kayserispor,60,67,260000,2000
225365,E. Sonupé,Emmanuel Sonupé,23,1996-03-21,180,70,England,Stevenage,60,67,290000,2000
225519,L. Contin,Leandro Contin,23,1995-12-07,183,78,Argentina,Gimnasia y Esgrima La Plata,60,67,300000,2000
225674,D. Fernández,Diego Fernández,21,1998-03-08,175,70,Chile,Deportes Iquique,60,67,290000,1000
228562,R. Sallinger,Raphael Sallinger,23,1995-12-08,196,85,Austria,TSV Hartberg,60,67,220000,1000
228799,M. Pedersen,Mikkel Pedersen,23,1996-01-07,182,80,Denmark,Hobro IK,60,67,290000,2000
229185,F. Lach,Frederik Lach,22,1997-03-18,190,80,Germany,FC Hansa Rostock,60,67,260000,1000
230587,P. Fassnacht,Pierre Fassnacht,23,1996-01-26,181,79,Germany,FC Carl Zeiss Jena,60,67,260000,1000
231941,D. Szymonowicz,Dawid Szymonowicz,23,1995-07-07,185,77,Poland,Raków Częstochowa,60,67,260000,1000
232105,R. Peiponen,Roni Peiponen,22,1997-04-09,175,72,Finland,HJK Helsinki,60,67,260000,1000
235074,S. Kjellevold,Simen Lillevik Kjellevold,24,1994-11-07,185,70,Norway,Stabæk Fotball,60,67,220000,1000
235656,W. Al Anazi,Waleed Hezam Al Anazi,24,1994-12-19,168,68,Saudi Arabia,Al Shabab,60,67,290000,4000
236633,J. Bauza,Juan Bauza,23,1996-05-03,177,67,Argentina,Górnik Zabrze,60,67,290000,1000
237128,T. Costantini,Tommaso Costantini,23,1996-06-23,183,77,Italy,SPAL,60,67,290000,2000
237399,E. Louro,Evan Louro,23,1996-01-19,191,104,United States,New York Red Bulls,60,67,220000,1000
238290,Son Suk Yong,손석용 宋世勇,20,1998-09-04,179,75,Korea Republic,Daegu FC,60,67,300000,1000
238683,A. Sicker,Arne Sicker,22,1997-04-17,184,67,Germany,MSV Duisburg,60,67,260000,1000
239011,J. Homawoo,Josué Homawoo,21,1997-11-12,191,80,Togo,FC Nantes,60,67,270000,3000
239042,H. Al Qahtani,Hussain Al Qahtani,24,1994-12-20,177,67,Saudi Arabia,Al Faisaly,60,67,290000,3000
239275,G. Bakırbaş,Göktuğ Bakırbaş,23,1996-06-01,196,83,Turkey,Göztepe SK,60,67,220000,2000
239308,T. Ivanof,Tyron Ivanof,21,1997-07-17,176,70,Belgium,KV Kortrijk,60,67,290000,2000
242658,A. Björnström,Axel Björnström,23,1995-09-10,176,65,Sweden,IK Sirius,60,67,260000,1000
243626,Kim Jung Ho,김정호 Jung Ho Kim,24,1995-05-31,187,84,Korea Republic,Incheon United FC,60,67,260000,1000
243779,E. Weeger,Eric Weeger,22,1997-02-02,179,74,Germany,TSV 1860 München,60,67,260000,1000
244170,D. Vokić,Dejan Vokić,23,1996-06-06,190,79,Slovenia,Benevento,60,67,270000,1000
244286,B. Stephens,Ben Stephens,21,1997-08-09,173,60,England,Macclesfield Town,60,67,290000,1000
245056,K. Bucker,Koen Bucker,23,1996-06-18,198,86,Netherlands,Heracles Almelo,60,67,220000,1000
246736,J. Buss,Jens Buss,21,1997-07-18,185,70,Chile,Curicó Unido,60,67,260000,1000
246965,D. Rentería,Dixon Rentería,23,1995-09-24,180,83,Colombia,Independiente Santa Fe,60,67,260000,1000
247066,H. Al Mansoury,Hamad Al Mansoury,23,1996-03-28,178,73,United Arab Emirates,Al Ain FC,60,67,220000,1000
248744,Y. Hasegawa,Yushi Hasegawa,22,1996-12-06,177,73,Japan,Oita Trinita,60,67,290000,1000
250884,Javi Siverio,Javier Siverio Toro,21,1997-11-14,182,75,Spain,Racing Santander,60,67,300000,1000
250908,B. dos Santos,Benedict dos Santos,21,1998-05-02,177,69,Germany,SV Waldhof Mannheim,60,67,270000,1000
250952,K. Muhar,Karlo Muhar,23,1996-01-17,188,83,Croatia,Lech Poznań,60,67,270000,1000
251876,R. Hreniuc,Raul Hreniuc,22,1997-06-15,188,74,Romania,Universitatea Craiova,60,67,260000,1000
252309,C. Manzinga,Christy Manzinga,24,1995-01-31,184,80,France,Motherwell,60,67,300000,1000
252904,M. Langer,Marcel Langer,22,1997-02-16,182,81,Germany,FC Schalke 04,60,67,270000,4000
214134,D. Jones,Daniel Jones,24,1994-12-14,183,79,England,Salford City,60,66,260000,3000
215088,E. Dieseruvwe,Emmanuel Dieseruvwe,24,1995-02-20,196,80,England,Salford City,60,66,290000,3000
218591,S. Long,Sean Long,24,1995-05-02,178,70,Republic of Ireland,Cheltenham Town,60,66,250000,2000
222007,C. O'Malley,Conor O'Malley,24,1994-08-01,190,83,Republic of Ireland,Peterborough United,60,66,210000,1000
222066,L. Villalba,Leonardo Enrique Villalba,24,1994-11-29,170,68,Argentina,Central Córdoba,60,66,280000,2000
223823,T. Königsmann,Timo Königsmann,22,1997-04-05,186,86,Germany,SV Waldhof Mannheim,60,66,210000,1000
224303,A. Ryczkowski,Adam Ryczkowski,22,1997-04-30,178,69,Poland,Górnik Zabrze,60,66,280000,1000
224311,F. Børsting,Frederik Børsting,24,1995-02-13,183,74,Denmark,Aalborg BK,60,66,280000,2000
225133,M. Maigaard,Mikkel Maigaard,23,1995-09-20,177,70,Denmark,Strømsgodset IF,60,66,280000,1000
225245,R. Coughlan,Ronan Coughlan,22,1996-10-02,178,75,Republic of Ireland,Sligo Rovers,60,66,290000,1000
227082,D. Markey,Darragh Markey,22,1997-05-23,170,68,Republic of Ireland,St. Patrick's Athletic,60,66,280000,1000
227948,F. Kelleher,Fiacre Kelleher,23,1996-03-10,190,80,Republic of Ireland,Macclesfield Town,60,66,260000,1000
231481,T. Vassell,Theo Vassell,22,1997-01-02,184,70,England,Macclesfield Town,60,66,260000,1000
233259,D. Pineda,Diego Pineda,24,1995-04-08,178,77,Mexico,Atlético de San Luis,60,66,290000,2000
234977,D. Cardelli,Daniele Cardelli,24,1995-03-16,180,80,Italy,Pisa,60,66,210000,1000
235329,J. Gibbons,James Gibbons,21,1998-03-16,175,60,England,Port Vale,60,66,250000,2000
236995,Rubén Sánchez,Rubén Sánchez Pérez,24,1994-11-25,186,78,Spain,Granada CF,60,66,290000,3000
240068,S. Al Nabit,Sumayhan Al Nabit,23,1996-03-27,174,68,Saudi Arabia,Abha Club,60,66,280000,3000
242058,K. Shibato,柴戸 海,23,1995-11-24,180,70,Japan,Urawa Red Diamonds,60,66,260000,2000
243884,H. Ayaroğlu,Hasan Ayaroğlu,24,1995-03-22,172,63,Turkey,Alanyaspor,60,66,280000,2000
246558,A. Dudea,Alin Dudea,22,1997-06-06,179,74,Romania,Chindia Târgovişte,60,66,260000,1000
247096,J. Gutjahr,Jeremiah Gutjahr,21,1997-08-10,178,73,United States,Chicago Fire,60,66,250000,1000
247197,Ming Tian,Tian Ming,24,1995-04-08,180,71,China PR,Wuhan Zall,60,66,250000,2000
247578,H. Trewbridge,Harry Trewbridge,24,1994-09-23,177,74,England,Bury,60,66,290000,1000
248339,A. Al Shahrani,Abdulaziz Al Shahrani,24,1994-10-30,173,70,Saudi Arabia,Damac FC,60,66,280000,3000
251557,D. van der Sluys,Dean van der Sluys,23,1995-08-29,171,68,Netherlands,RKC Waalwijk,60,66,250000,1000
251622,D. Tokpa,Darell Tokpa,18,2001-06-02,181,74,France,Amiens SC,60,66,260000,1000
252762,S. Makuka,Steve Makuka,24,1994-11-26,180,75,Uruguay,Atlético Bucaramanga,60,66,260000,1000
205267,J. Rodríguez,Jesús Iván  Rodríguez Trujillo,26,1993-05-21,186,80,Mexico,Puebla FC,60,65,200000,1000
206500,J. Maxted,Jonny Maxted,25,1993-10-26,183,71,England,Exeter City,60,65,200000,2000
212416,A. Moreno,Amando Moreno,23,1995-09-10,169,65,United States,Chicago Fire,60,65,280000,1000
213156,R. Browne,Rhys Browne,23,1995-11-16,175,75,Antigua & Barbuda,Port Vale,60,65,280000,2000
213686,D. Love,Donald Love,24,1994-12-02,178,72,Scotland,Shrewsbury,60,65,240000,1000
213975,G. Jarl,Gustav Jarl,24,1995-05-28,179,74,Sweden,AFC Eskilstuna,60,65,280000,1000
214049,D. Restrepo,Daniel Restrepo Agudelo,26,1993-03-10,173,70,Colombia,Cúcuta Deportivo,60,65,250000,1000
218381,S. Matthews,Sam Matthews,22,1997-03-10,176,71,England,Bristol Rovers,60,65,280000,2000
221264,R. Al Ghamdi,Rayed Al Ghamdi,25,1994-05-06,178,69,Saudi Arabia,Al Raed,60,65,280000,4000
221386,J. Allen,Jordan Allen,24,1995-04-25,178,72,United States,Real Salt Lake,60,65,280000,1000
221692,C. Bishop,Colby Bishop,22,1996-11-04,180,72,England,Accrington Stanley,60,65,280000,1000
222438,Zou Dehai,邹德海,26,1993-02-27,187,79,China PR,Beijing Sinobo Guoan FC,60,65,200000,2000
225756,G. Blackwood,George Blackwood,22,1997-06-04,189,74,Australia,Adelaide United,60,65,280000,1000
228665,R. Ariza,Ronaldo Ariza,21,1998-01-17,170,64,Colombia,Alianza Petrolera,60,65,280000,1000
228999,S. Joss,Sven Joss,24,1994-07-18,179,68,Switzerland,FC Thun,60,65,240000,2000
232427,R. Aoki,青木 亮太,23,1996-03-06,174,68,Japan,Nagoya Grampus,60,65,280000,1000
232521,L. Merolla,Lucas Gabriel Merolla,24,1995-06-27,193,85,Argentina,Club Atlético Huracán,60,65,250000,2000
237085,Yoo Seung Min,유승민 俞圣民,20,1998-09-24,175,58,Korea Republic,Jeonbuk Hyundai Motors,60,65,280000,2000
237168,M. Matsumoto,松本 昌也,24,1995-01-25,175,69,Japan,Júbilo Iwata,60,65,280000,1000
237436,R. Takano,髙野 辽,24,1994-11-13,171,68,Japan,Yokohama F. Marinos,60,65,240000,1000
237977,Kim Han Gil,김한길 金汉吉,24,1995-06-21,177,69,Korea Republic,FC Seoul,60,65,280000,2000
238927,J. Gies,Jeroen Gies,24,1995-01-23,187,79,Germany,SV Meppen,60,65,210000,1000
241206,D. Maekawa,前川 黛也,24,1994-09-08,191,86,Japan,Vissel Kobe,60,65,210000,1000
242012,R. Germain,ジャーメイン 良,24,1995-04-19,182,75,Japan,Vegalta Sendai,60,65,280000,1000
242257,Jon Bakero,Jon Bakero,22,1996-11-05,191,75,Spain,Toronto FC,60,65,280000,1000
243992,T. Corbaz,Thibault Corbaz,25,1994-01-07,177,65,Switzerland,Neuchâtel Xamax,60,65,270000,1000
245265,S. Kchouk,Slimène Kchok,25,1994-05-07,182,77,Tunisia,FC St. Gallen,60,65,240000,2000
245436,S. Paintsil,Seth Paintsil,23,1996-05-20,167,66,Ghana,FC Admira Wacker Mödling,60,65,280000,2000
246840,E. Wiemberg,Erick Wiemberg,25,1994-06-20,178,75,Chile,Unión La Calera,60,65,240000,1000
247032,K. Hodžić,Kadir Hodžić,24,1994-08-05,179,71,Sweden,AFC Eskilstuna,60,65,240000,1000
250909,J. Marx,Jan Hendrik Marx,24,1995-04-26,171,69,Germany,SV Waldhof Mannheim,60,65,240000,1000
251078,P. Pațurcă,Paul Pațurcă,23,1996-03-20,178,77,Romania,Academica Clinceni,60,65,250000,1000
251175,G. Ajayi,Goodness Ajayi,24,1994-10-06,176,70,Nigeria,Astra Giurgiu,60,65,280000,2000
252265,L. Ried,Lukas Ried,23,1995-10-10,178,67,Austria,TSV Hartberg,60,65,280000,1000
252456,C. Klaus,Carl Klaus,25,1994-01-16,185,66,Germany,SV Darmstadt 98,60,65,200000,2000
210776,A. Hirzel,Andreas Hirzel,26,1993-03-25,190,89,Switzerland,FC Thun,60,64,190000,2000
211143,J. Ironside,Joe Ironside,25,1993-10-16,183,75,England,Macclesfield Town,60,64,270000,2000
213412,J. Alabi,James Alabi,24,1994-11-08,185,80,England,Leyton Orient,60,64,270000,3000
214896,P. Mullin,Paul Mullin,24,1994-11-06,178,71,England,Tranmere Rovers,60,64,270000,2000
220777,K. Nitzlnader,Kevin Nitzlnader,26,1993-02-03,177,76,Austria,WSG Tirol,60,64,240000,2000
224515,J. Simonsen,Jeppe Friborg Simonsen,23,1995-11-21,184,76,Denmark,SønderjyskE,60,64,240000,2000
224693,Ye Chongqiu,叶重秋,26,1992-09-29,178,71,China PR,Jiangsu Suning FC,60,64,240000,3000
228461,Ryu Jae Moon,류재문 刘在暮,25,1993-11-08,184,72,Korea Republic,Daegu FC,60,64,260000,1000
228526,Hwang ByeongGeun,황병근 黄秉根,25,1994-06-14,193,93,Korea Republic,Sangju Sangmu FC,60,64,200000,1000
230126,J. Brophy,James Brophy,24,1994-07-25,180,72,England,Leyton Orient,60,64,240000,2000
230980,J. Tratt,Jacob Tratt,24,1994-09-14,190,85,Australia,Perth Glory,60,64,240000,1000
232265,Long Cheng,龙成,24,1995-03-22,186,77,China PR,Jiangsu Suning FC,60,64,240000,3000
235220,Yeerjieti Yeerzati,叶尔杰提·叶尔扎提,26,1993-01-04,178,80,China PR,Chongqing Dangdai Lifan FC SWM Team,60,64,190000,1000
236733,A. Al Najai,Ahmad Al Najai,24,1995-01-18,170,65,Saudi Arabia,Abha Club,60,64,240000,3000
237095,Lee Ji Hoon,이지훈 李智训,25,1994-03-24,176,69,Korea Republic,Incheon United FC,60,64,240000,1000
239573,M. Bleve,Marco Bleve,23,1995-10-18,184,84,Italy,Lecce,60,64,200000,2000
239973,J. Kiassumbua,Joël Kiassumbua,27,1992-04-06,190,82,DR Congo,Servette FC,60,64,190000,2000
251042,D. Dumitrașcu,Denis Dumitrașcu,24,1995-04-27,182,73,Romania,Chindia Târgovişte,60,64,240000,1000
251508,J. Gómez,Johan Gómez,25,1994-01-06,186,71,Colombia,Cúcuta Deportivo,60,64,270000,1000
183533,D. Lyness,Dean Lyness,27,1991-07-20,191,76,England,St. Mirren,60,63,180000,1000
190179,D. Cornell,David Cornell,28,1991-03-28,188,79,Wales,Northampton Town,60,63,190000,3000
202364,K. Riksvold,Kim Ove Norum Riksvold,25,1993-10-26,182,73,Norway,Ranheim Fotball,60,63,260000,1000
203023,D. Cole,Darren Cole,27,1992-01-03,189,80,Scotland,Derry City,60,63,220000,1000
204825,B. Wilson,Ben Wilson,26,1992-08-09,186,74,England,Coventry City,60,63,190000,1000
205075,K. Bigler,Kevin Bigler,26,1992-10-05,171,70,Switzerland,FC Thun,60,63,250000,3000
207828,C. Stockton,Cole Stockton,25,1994-03-13,186,75,England,Morecambe,60,63,260000,2000
215862,R. Castro,Rodrigo Castro,26,1993-06-11,164,68,Argentina,Deportes Iquique,60,63,260000,1000
216441,D. Bozic,Dejan Bozic,26,1993-01-22,194,85,Germany,Chemnitzer FC,60,63,260000,1000
225176,C. Quenum,Chérif Quenum,26,1993-06-05,182,80,France,Valenciennes FC,60,63,230000,1000
226610,Choi Chi Won,Chi Won Choi,26,1993-06-11,178,73,Korea Republic,Gangwon FC,60,63,250000,1000
231486,A. Jafar,Abdulwahab Jafar,25,1993-09-15,166,62,Saudi Arabia,Damac FC,60,63,260000,3000
232687,H. Mitsumaru,三丸 拡,25,1993-07-06,172,69,Japan,Sagan Tosu,60,63,230000,1000
233446,E. Næsbak Brenden,Erik Næsbak Brenden,25,1994-01-07,180,72,Norway,Lillestrøm SK,60,63,260000,1000
237954,J. Smith,Joshua Smith,27,1992-03-10,193,79,United States,Finn Harps,60,63,220000,1000
240399,J. Montaño,Jackson David Montaño Palacios,26,1993-05-17,170,69,Colombia,Alianza Petrolera,60,63,230000,1000
243896,A. Abdellaoui,Ayoub Abdellaoui,26,1993-02-16,183,73,Algeria,FC Sion,60,63,230000,4000
247250,B. Čečarić,Bojan Čečarić,25,1993-10-10,190,78,Serbia,Cracovia,60,63,260000,1000
248336,C. Gaínza,Camilo Gaínza,26,1993-05-09,170,62,Chile,Deportes Iquique,60,63,260000,1000
248485,Jung Hoon Sung,정훈성 Hoon Sung Jung,25,1994-02-22,168,66,Korea Republic,Incheon United FC,60,63,260000,1000
250932,J. Grzesik,Jan Grzesik,24,1994-10-21,178,70,Poland,LKS Lodz,60,63,230000,1000
251506,M. Al Najai,Muhannad Al Najai,25,1994-03-17,173,67,Saudi Arabia,Damac FC,60,63,240000,3000
209024,A. Barry,Aaron Barry,26,1992-11-24,181,77,Republic of Ireland,Bohemian FC,60,62,220000,1000
209364,C. Brown,Corey Edward Brown,25,1994-01-07,174,69,Australia,Melbourne Victory,60,62,220000,2000
221974,Pei Shuai,裴帅,26,1993-01-14,185,79,China PR,Tianjin Quanjian FC,60,62,220000,3000
222402,J. Gulley,Justin Gulley,26,1993-01-15,174,70,New Zealand,New Zealand,60,62,0,0
225661,N. Al Muwallad,Nader Al Muwallad,26,1992-07-23,176,74,Saudi Arabia,Al Adalah,60,62,230000,3000
226181,H. Al Jayzani,Hamad Suliman Al Jayzani,26,1993-03-04,173,72,Saudi Arabia,Damac FC,60,62,220000,3000
233846,Wang Fei,王飞,26,1993-01-08,175,62,China PR,Henan Jianye FC,60,62,220000,2000
237089,Park Won Jae,박원재 朴源载,25,1994-05-17,175,70,Korea Republic,Seongnam FC,60,62,220000,1000
242014,Y. Suzuki,铃木 雄斗,25,1993-12-07,182,70,Japan,Gamba Osaka,60,62,250000,2000
247318,N. Mirković,Nikola Mirković,27,1991-07-26,193,83,Serbia,SønderjyskE,60,62,170000,2000
247413,E. Fujishima,藤嶋 栄介,27,1992-01-31,186,87,Japan,Kawasaki Frontale,60,62,170000,1000
251220,S. Neurauter,Sandro Neurauter,27,1992-03-21,185,83,Austria,WSG Tirol,60,62,220000,2000
251440,L. Scepanik,Lukas Scepanik,25,1994-04-11,176,70,Germany,MSV Duisburg,60,62,250000,1000
251743,A. Ginti,Adit Ginti,25,1993-08-10,170,69,India,India,60,62,0,0
251747,A. Khurana,Anuvinda Khurana,26,1993-04-21,186,81,India,India,60,62,0,0
251803,A. Maadi,Ali Maadi,25,1993-09-15,178,68,Saudi Arabia,Al Faisaly,60,62,220000,3000
251949,C. Crialese,Carlo Crialese,26,1992-11-14,179,75,Italy,Virtus Entella,60,62,220000,1000
190240,S. Bennett,Scott Bennett,28,1990-11-30,178,81,England,Newport County,60,61,210000,2000
194894,F. Rossi,Francesco Rossi,28,1991-04-27,193,83,Italy,Atalanta,60,61,170000,6000
198891,C. Clifford,Conor Clifford,27,1991-10-01,173,77,Republic of Ireland,St. Patrick's Athletic,60,61,230000,1000
200263,D. Cawley,David Cawley,27,1991-09-17,178,76,Republic of Ireland,Sligo Rovers,60,61,230000,1000
202881,K. Buckley,Keith Buckley,27,1992-06-17,180,71,Republic of Ireland,Bohemian FC,60,61,210000,1000
203192,D. Jarvis,Dean Jarvis,27,1992-06-01,178,71,Northern Ireland,Dundalk,60,61,210000,1000
205289,A. Yussuf,Adi Yussuf,27,1992-02-20,185,76,Tanzania,Blackpool,60,61,240000,2000
205361,L. O'Neil,Liam O'Neil,25,1993-07-31,180,80,England,Cambridge United,60,61,220000,2000
209893,J. Pepper,Jacob Pepper,27,1992-05-08,180,75,Australia,Brisbane Roar,60,61,210000,1000
209985,H. Konongo,Hugo Konongo,27,1992-02-14,178,76,Congo,Sepsi OSK,60,61,210000,2000
211135,M. Attiyah,Mohammed Attiyah,27,1992-06-15,168,75,Saudi Arabia,Al Shabab,60,61,230000,5000
